ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
82788,900-TG-T30,FPQ-15916,SO-51080,DN-4184,Togo,PMO - US,From RDC,N/A - From RDC,Air,2/18/15,N/A - From RDC,31-Mar-15,23-Mar-15,30-Mar-15,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,6364,123207.04,19.36,0.16,"Aurobindo Unit III, India",Yes,1591,8834.07,145.01,8834.07,1591
85284,151-NG-T30,FPQ-9432,SO-42644,DN-2764,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,2-Aug-12,24-Jul-12,24-Jul-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,25712,198496.64,7.72,0.13,"Aurobindo Unit III, India",No,See DN-2764 (ID#:82494),See DN-2764 (ID#:82494),278.29,16532.5,7666
84470,111-MZ-T30,FPQ-15195,SO-50123,DN-4264,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,10/17/14,N/A - From RDC,30-Jun-15,22-Jun-15,25-Jun-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,5763,26625.06,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,599,3610,31.34,3610,599
10714,111-MZ-T01,Pre-PQ Process,SO-15082,DN-1036,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-Feb-09,21-Feb-09,21-Feb-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,32067,230882.4,7.2,0.12,"Strides, Bangalore, India.",Yes,2382,3671.92,452.53,3671.92,2382
10989,126-NG-T01,Pre-PQ Process,SO-10780,DN-871,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-Aug-08,25-Aug-08,25-Aug-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,35400,120360.0,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,1987,14931.8,192.58,14931.8,1987
55706,106-HT-T30,FPQ-9635,SCMS-148420,ASN-15616,Haiti,PMO - US,Direct Drop,EXW,Air,5/14/12,6/28/12,7-Aug-12,7-Aug-12,7-Aug-12,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,384,1121.28,2.92,0.05,"Strides, Bangalore, India.",Yes,20,950.05,1.57,950.05,20
86674,104-CI-T30,FPQ-13142,SO-47132,DN-3634,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,10/22/13,N/A - From RDC,30-Apr-14,25-Apr-14,11-Jun-14,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,4157,5944.51,1.43,0.01,"Aurobindo Unit III, India",Yes,1385,6437.76,6.11,6437.76,1385
82575,114-UG-T30,FPQ-11133,SO-43873,DN-3153,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,12/13/12,N/A - From RDC,28-Jun-13,7-Jun-13,7-Jun-13,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,475,1092.5,2.3,0.04,"Cipla, Goa, India",Yes,1982,8163.74,1.35,8163.74,1982
65675,109-TZ-T30,FPQ-13804,SCMS-231090,ASN-25332,Tanzania,PMO - US,Direct Drop,EXW,Air,2/28/14,3/7/14,24-Jun-14,24-Jun-14,24-Jun-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,20000,221800.0,11.09,0.18,Mylan (formerly Matrix) Nashik,Yes,2069,9716.76,228.01,9716.76,2069
42359,104-CI-T30,FPQ-4698,SCMS-62971,ASN-10264,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,12/28/09,1/15/10,12-Apr-11,12-Apr-11,12-Apr-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,2706,18536.1,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,346,9539.6,39.96,9539.6,346
84745,104-CI-T30,FPQ-9749,SO-42401,DN-2814,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/19/12,N/A - From RDC,30-Oct-12,27-Aug-12,27-Aug-12,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,40230,533852.1,13.27,0.44,Mylan (formerly Matrix) Nashik,Yes,4525,11874.85,748.46,11874.85,4525
82622,104-CI-T30,FPQ-11253,SO-44212,DN-3430,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/14/12,N/A - From RDC,29-Nov-13,10-Dec-13,8-Jan-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,1784,37464.0,21.0,0.18,Mylan (formerly Matrix) Nashik,Yes,475,3332.73,46.34,3332.73,475
84233,106-HT-T30,FPQ-11281,SO-44400,DN-3015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,1/16/13,N/A - From RDC,9-Apr-13,14-Mar-13,14-Mar-13,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,216,285.12,1.32,0.02,"Aurobindo Unit III, India",No,See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),0.35,161712.87,16035
11474,100-ZW-T01,Pre-PQ Process,SO-706,DN-401,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-Nov-07,25-Nov-07,25-Nov-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1860,23101.2,12.42,0.41,"Cipla, Goa, India",Yes,4256,5145.86,36.96,5145.86,4256
84126,900-SZ-T30,FPQ-8417,SO-40690,DN-2456,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,9/14/11,N/A - From RDC,12-Dec-11,12-Dec-11,12-Dec-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13023,33599.34,2.58,0.04,"Strides, Bangalore, India.",Yes,750,3787.65,55.44,3787.65,750
63608,103-KE-T30,FPQ-9856,SCMS-149170,ASN-15733,Kenya,PMO - US,Direct Drop,EXW,Air,5/24/12,6/13/12,5-Sep-12,5-Sep-12,5-Sep-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,20000,640000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,6568,41300.11,897.28,41300.11,6568
1,100-CI-T01,Pre-PQ Process,SCMS-4,ASN-8,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2-Jun-06,2-Jun-06,2-Jun-06,HRDT,HIV test,RANBAXY Fine Chemicals LTD.,"HIV, Reveal G3 Rapid HIV-1 Antibody Test, 30 Tests","HIV, Reveal G3 Rapid HIV-1 Antibody Test",Reveal,,Test kit,30,19,551.0,29.0,0.97,Ranbaxy Fine Chemicals LTD,Yes,13,780.34,,780.34,13
69376,161-ZA-T30,FPQ-6262,SCMS-83820,ASN-9485,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,10-Mar-11,10-Mar-11,10-Mar-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,127904,579405.12,4.53,0.15,"Aurobindo Unit III, India",Yes,10980,15331.5,1249.2,15331.5,10980
25393,103-CM-T30,FPQ-10128,SCMS-151590,ASN-15819,Cameroon,PMO - US,Direct Drop,EXW,Air,6/22/12,7/16/12,17-Aug-12,17-Aug-12,17-Aug-12,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,30,10500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,72,1765.54,14.72,1765.54,72
84747,104-CI-T30,FPQ-9063,SO-41360,DN-2816,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/21/11,N/A - From RDC,2-Oct-12,27-Aug-12,27-Aug-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,75000,735750.0,9.81,0.16,Mylan (formerly Matrix) Nashik,Yes,14413,11874.85,1031.52,11874.85,14413
46844,104-CI-T30,FPQ-4486,SCMS-57040,ASN-6084,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,11/5/09,11/6/09,2-Mar-10,2-Mar-10,2-Mar-10,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,3049,82323.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,904,7208,177.49,7208,904
38417,133-NG-T30,FPQ-14305,SCMS-240830,ASN-27471,Nigeria,PMO - US,Direct Drop,EXW,Air,5/16/14,6/2/14,19-Aug-14,27-Aug-14,4-Sep-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,5884,523676.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,3435,34730.62,538.34,34730.62,3435
63652,900-TZ-T30,FPQ-10396,SCMS-157661,ASN-17085,Tanzania,PMO - US,Direct Drop,EXW,Air,7/31/12,10/4/12,7-Dec-12,7-Dec-12,7-Dec-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2744,219520.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1303,22317.25,307.77,22317.25,1303
83633,151-NG-T30,FPQ-9968,SO-42684,DN-2903,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/23/12,N/A - From RDC,6-Nov-12,6-Nov-12,6-Nov-12,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,31560,418801.2,13.27,0.44,Mylan (formerly Matrix) Nashik,Yes,3856,15459.09,587.16,15459.09,3856
85237,104-CI-T30,FPQ-8787,SO-41160,DN-2552,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,19-Mar-12,24-Feb-12,24-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,47614,196169.68,4.12,0.14,"Strides, Bangalore, India.",Yes,3453,9657.88,275.03,9657.88,3453
82812,104-CI-T30,FPQ-15259,SO-50111,DN-4314,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,10/24/14,N/A - From RDC,31-Jul-15,6-Aug-15,7-Aug-15,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,10000,196600.0,19.66,0.16,Hetero Unit III Hyderabad IN,Yes,7041,28406.4,231.4,28406.4,7041
82341,107-RW-T30,FPQ-5394,SO-36581,DN-1950,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,3/25/10,N/A - From RDC,30-Aug-10,3-Aug-10,3-Aug-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,44131,495149.82,11.22,0.19,"Aurobindo Unit III, India",Yes,5364,81670.57,1067.54,81670.57,5364
12806,111-MZ-T01,Pre-PQ Process,SO-2217,DN-699,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Apr-08,21-Apr-08,21-Apr-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3000,10200.0,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,168,1074.95,16.32,1074.95,168
33665,105-GH-T30,FPQ-14050,SCMS-236690,ASN-27495,Ghana,PMO - US,Direct Drop,EXW,Air,4/12/14,5/15/14,11-Sep-14,11-Sep-14,11-Sep-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,38692,415552.08,10.74,0.36,Mylan (formerly Matrix) Nashik,Yes,4707,32683.47,427.19,32683.47,4707
10948,110-ZM-T01,Pre-PQ Process,SO-2547,DN-820,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,29-Jul-08,29-Jul-08,29-Jul-08,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,12000,24000.0,2.0,0.07,"Cipla, Goa, India",Yes,700,954.13,38.4,954.13,700
10981,111-MZ-T01,Pre-PQ Process,SO-1882,DN-817,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,7-Aug-08,7-Aug-08,7-Aug-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,38975,280620.0,7.2,0.12,"Strides, Bangalore, India.",Yes,13123,9161.95,448.99,9161.95,13123
83616,104-CI-T30,FPQ-9261,SO-41490,DN-2809,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,1/30/12,N/A - From RDC,17-Sep-12,27-Aug-12,27-Aug-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,25597,750248.07,29.31,0.24,Mylan (formerly Matrix) Nashik,Yes,9790,20786.04,1051.85,20786.04,9790
85527,109-TZ-T30,FPQ-13042,SO-47960,DN-3926,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,10/1/13,N/A - From RDC,3-Nov-14,28-Oct-14,31-Oct-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2469,27726.87,11.23,0.19,Mylan (formerly Matrix) Nashik,Yes,230,1163.2,34.3,1163.2,230
86359,110-ZM-T30,FPQ-6221,SO-37331,DN-2087,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/10,N/A - From RDC,31-Jan-11,24-Jan-11,24-Jan-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,100000,266000.0,2.66,0.04,Hetero Unit III Hyderabad IN,Yes,6206,13411.32,573.5,13411.32,6206
15946,117-ET-T30,FPQ-5582,SCMS-72390,ASN-9567,Ethiopia,PMO - US,Direct Drop,EXW,Air,4/28/10,4/29/10,14-Feb-11,14-Feb-11,14-Feb-11,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,2600,33800.0,13.0,0.43,"Aurobindo Unit III, India",Yes,236,1131.48,72.87,1131.48,236
84424,151-NG-T30,FPQ-14156,SO-48906,DN-4000,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,4/25/14,N/A - From RDC,28-Nov-14,30-Oct-14,3-Nov-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,7526,41393.0,5.5,0.09,"Aurobindo Unit III, India",Yes,507,1263,42.55,1263,507
81747,111-MZ-T30,FPQ-13395,SCMS-219220,ASN-25455,Mozambique,PMO - US,Direct Drop,EXW,Air,12/11/13,12/17/13,2-May-14,2-May-14,7-May-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24816,201257.76,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,3392,16835.52,206.89,16835.52,3392
10678,110-ZM-T01,Pre-PQ Process,SO-2485,DN-828,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,29-Jul-08,29-Jul-08,29-Jul-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14124,133471.8,9.45,0.16,"Cipla, Goa, India",Yes,2115,2882.85,213.55,2882.85,2115
22417,106-HT-T30,FPQ-15038,SCMS-262890,ASN-32716,Haiti,PMO - US,Direct Drop,FCA,Air,10/22/14,1/30/15,7-Jul-15,7-Jul-15,7-Jul-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2697,16020.18,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,1825,4126.9,16.47,4126.9,1825
3008,102-NG-T01,Pre-PQ Process,SCMS-16890,ASN-2359,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/08,19-Sep-08,19-Sep-08,19-Sep-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,9048,244296.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,2985,20635.3,390.87,20635.3,2985
35493,110-ZM-T30,FPQ-11979,SCMS-188800,ASN-21073,Zambia,PMO - US,Direct Drop,EXW,Air,4/19/13,5/13/13,27-Aug-13,27-Aug-13,27-Aug-13,ARV,Adult,Aurobindo Pharma Limited,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,79620,469758.0,5.9,0.2,"Aurobindo Unit III, India",Yes,7133,40583.63,581.09,40583.63,7133
10679,102-KE-T01,Pre-PQ Process,SO-1740,DN-829,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,31-Mar-08,31-Mar-08,31-Mar-08,HRDT,HIV test,SCMS from RDC,"HIV, Bioline HIV 1/2 3.0 Kit, [DON] 25 Tests","HIV, Bioline HIV 1/2 3.0 Kit",Bioline,,Test kit,25,3,0.03,0.01,0.0,"Standard Diagnostics, Korea",Yes,3,99,0.0,99,3
17124,104-CI-T30,FPQ-4530,SCMS-57730,ASN-6229,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,11/5/09,11/23/09,5-Mar-10,5-Mar-10,5-Mar-10,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,1500,149780.99,99.85,0.83,Roche Basel,Yes,271,2527.94,322.93,2527.94,271
21174,104-CI-T30,FPQ-3882,SCMS-51810,ASN-4979,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,7/24/09,8/24/09,8-Oct-09,8-Oct-09,8-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,11480,415116.8,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,4794,28238.31,813.63,28238.31,4794
75641,900-TZ-T30,FPQ-10394,SCMS-156500,ASN-16218,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/12,8/9/12,9-Oct-12,9-Oct-12,9-Oct-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,60757,200498.1,3.3,0.11,"Aurobindo Unit III, India",Yes,5215,20136.28,281.1,20136.28,5215
85756,111-MZ-T30,FPQ-7053,SO-38650,DN-2184,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,N/A - From RDC,11-May-11,25-May-11,25-May-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45000,384750.0,8.55,0.14,"Aurobindo Unit III, India",Yes,4171,3936.85,634.84,3936.85,4171
15879,107-RW-T30,FPQ-6341,SCMS-84940,ASN-10070,Rwanda,PMO - US,Direct Drop,EXW,Ocean,9/3/10,9/29/10,27-Apr-11,27-Apr-11,27-Apr-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,117359,997551.5,8.5,0.28,Mylan (formerly Matrix) Nashik,Yes,10329,32530.22,2150.72,32530.22,10329
67854,108-VN-T30,FPQ-15692,SCMS-274360,ASN-32779,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,30-Jul-15,30-Jul-15,30-Jul-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,20000,129800.0,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,1748,3868.49,152.77,3868.49,1748
52049,102-KE-T30,FPQ-7498,SCMS-106790,ASN-11121,Kenya,PMO - US,Direct Drop,EXW,Air,3/30/11,4/21/11,8-Jul-11,8-Jul-11,8-Jul-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,10000,890000.0,89.0,0.89,Inverness Japan,Yes,2951,31923.61,1468.5,31923.61,2951
20219,108-VN-T30,FPQ-10286,SCMS-156310,ASN-17176,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/12,8/15/12,14-Dec-12,14-Dec-12,14-Dec-12,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10158,71918.64,7.08,0.12,Hetero Unit III Hyderabad IN,Yes,941,1934.17,100.83,1934.17,941
12178,106-HT-T01,Pre-PQ Process,SO-2595,DN-837,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,1-Aug-08,1-Aug-08,1-Aug-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16752,158306.4,9.45,0.16,"Aurobindo Unit III, India",Yes,1580,11572,253.29,11572,1580
11217,117-ET-T01,Pre-PQ Process,SO-1542,DN-529,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Dec-07,20-Dec-07,20-Dec-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9692,92074.0,9.5,0.16,"Aurobindo Unit III, India",Yes,1215,6346.22,147.32,6346.22,1215
10716,114-UG-T01,Pre-PQ Process,SO-17910,DN-1068,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-Feb-09,19-Feb-09,19-Feb-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1747,19217.0,11.0,0.37,"Aurobindo Unit III, India",Yes,152,1340.96,37.67,1340.96,152
12685,111-MZ-T01,Pre-PQ Process,SO-298,DN-304,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2933,49127.75,16.75,0.56,"Aurobindo Unit III, India",No,See DN-304 (ID#:10589),See DN-304 (ID#:10589),78.6,9869.55,9006
85110,114-UG-T30,FPQ-4496,SO-34981,DN-1816,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/28/09,N/A - From RDC,3-May-10,3-May-10,3-May-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,17000,190740.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,2156,14467.75,411.24,14467.75,2156
