ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD)
11342,151-NG-T01,Pre-PQ Process,SO-27812,DN-1347,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,240,6300,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,21,7445.8,12.35
11343,151-NG-T01,Pre-PQ Process,SO-27813,DN-1348,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,662,17377.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,58,7445.8,34.06
11344,104-CI-T01,Pre-PQ Process,SO-27532,DN-1354,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,11-Aug-09,11-Aug-09,11-Aug-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5010,48697.2,9.72,0.32,"Aurobindo Unit III, India",Yes,434,1854.88,95.45
11345,104-CI-T01,Pre-PQ Process,SO-32230,DN-1359,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,8-Sep-09,8-Sep-09,8-Sep-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,8000,60240,7.53,0.13,Hetero Unit III Hyderabad IN,Yes,452,Freight Included in Commodity Cost,118.07
11346,151-NG-T01,Pre-PQ Process,SO-27817,DN-1367,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,8462,222127.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,1225,7445.71,435.37
11348,111-MZ-T01,Pre-PQ Process,SO-26423,DN-1379,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,27-Aug-09,17-Sep-09,17-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,374,912.56,2.44,0.04,"Aurobindo Unit III, India",Yes,18,1799.88,1.79
11350,111-MZ-T01,Pre-PQ Process,SO-32560,DN-1395,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8438,82017.36,9.72,0.32,"Aurobindo Unit III, India",Yes,1404,1588.05,160.75
11351,111-MZ-T01,Pre-PQ Process,SO-32560,DN-1395,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,7-Oct-09,7-Oct-09,7-Oct-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8662,84194.64,9.72,0.32,Mylan (formerly Matrix) Nashik,No,See DN-1395 (ID#:11350),See DN-1395 (ID#:11350),165.02
11352,113-ZW-T01,Pre-PQ Process,SO-21020,DN-1411,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,22-Sep-09,22-Sep-09,22-Sep-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4000,42480,10.62,0.35,"Aurobindo Unit III, India",Yes,9020,14958.2,83.26
11353,151-NG-T01,Pre-PQ Process,SO-33334,DN-1438,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,60930,694602,11.4,0.19,"Aurobindo Unit III, India",Yes,6862,9341.49,1361.42
11354,151-NG-T01,Pre-PQ Process,SO-27822,DN-1441,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,25000,293750,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,2023,9341.49,575.75
11356,110-ZM-T01,Pre-PQ Process,SO-33022,DN-1463,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,13-Oct-09,13-Oct-09,13-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,40000,350400,8.76,0.15,"Aurobindo Unit III, India",Yes,3626,4997.47,686.78
11357,106-HT-T01,Pre-PQ Process,SO-32720,DN-1466,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,21-Oct-09,21-Oct-09,21-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,59952,525179.52,8.76,0.15,"Aurobindo Unit III, India",Yes,6967,75688.58,1029.35
11358,100-GH-T01,Pre-PQ Process,SO-33650,DN-1473,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,30-Sep-09,12-Aug-09,12-Aug-09,ARV,Pediatric,SCMS from RDC,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,129,1.29,0.01,0,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Invoiced Separately,0
11361,109-TZ-T01,Pre-PQ Process,SO-31284,DN-1565,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,14-Jan-10,14-Jan-10,14-Jan-10,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,6376,136573.92,21.42,0.36,"Aurobindo Unit III, India",Yes,640,2751,294.45
11367,107-RW-T01,Pre-PQ Process,SO-308,DN-25,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Mar-07,17-Mar-07,17-Mar-07,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,4000,68000,17,0.57,Gilead(Nycomed) Oranienburg DE,Yes,256,12205.4,
11368,100-CI-T01,Pre-PQ Process,SO-373,DN-30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07,ARV,Adult,SCMS from RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,370,18248.4,49.32,0.27,MSD Elkton USA,No,See DN-30 (ID#:11091),See DN-30 (ID#:11091),
11369,100-CI-T01,Pre-PQ Process,SO-373,DN-30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,15-Mar-07,15-Mar-07,15-Mar-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,33,1453.65,44.05,0.73,"Aurobindo Unit III, India",No,See DN-30 (ID#:11091),See DN-30 (ID#:11091),
11370,110-ZM-T01,Pre-PQ Process,SO-233,DN-40,Zambia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,2-Apr-07,2-Apr-07,2-Apr-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,561,11220,20,0.8,"Standard Diagnostics, Korea",Yes,191,1200.12,
11372,112-NG-T01,Pre-PQ Process,SO-341,DN-93,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,Tablet - FDC + co-blister,120,2703,55411.5,20.5,0.17,"Aspen-OSD, Port Elizabeth, SA",No,See DN-93 (ID#:10546),See DN-93 (ID#:10546),
11373,100-CI-T01,Pre-PQ Process,SO-397,DN-54,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,4-May-07,4-May-07,4-May-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4500,73125,16.25,0.54,"Aurobindo Unit III, India",Yes,410,1931,
11374,100-CI-T01,Pre-PQ Process,SO-286,DN-71,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,740,36496.8,49.32,0.27,MSD Elkton USA,Yes,206,1583,
11376,109-TZ-T01,Pre-PQ Process,SO-422,DN-127,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jun-07,6-Jun-07,6-Jun-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,28512,304508.16,10.68,0.18,"Aurobindo Unit III, India",Yes,2630,13820.4,
11377,113-ZW-T01,Pre-PQ Process,SO-223,DN-92,Zimbabwe,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,18-Apr-07,18-Apr-07,18-Apr-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,421,4113.17,9.77,0.16,"Ranbaxy, Paonta Shahib, India",Yes,25,516.84,
11378,112-NG-T01,Pre-PQ Process,SO-329,DN-132,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,23-May-07,23-May-07,23-May-07,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1181,4133.5,3.5,0.01,"Aurobindo Unit III, India",No,See DN-132 (ID#:11105),See DN-132 (ID#:11105),
11379,110-ZM-T01,Pre-PQ Process,SO-536,DN-136,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-May-07,21-May-07,21-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,452,9040,20,0.8,"Standard Diagnostics, Korea",Yes,Weight Captured Separately,1250.72,
11381,107-RW-T01,Pre-PQ Process,SO-396,DN-43,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Mar-07,17-Mar-07,17-Mar-07,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,4000,68000,17,0.57,Gilead(Nycomed) Oranienburg DE,Yes,265,11931,
11383,110-ZM-T01,Pre-PQ Process,SO-206,DN-69,Zambia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,20-Apr-07,20-Apr-07,20-Apr-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,5000,177500,35.5,0.59,"Aurobindo Unit III, India",Yes,239,1684.15,
11384,107-RW-T01,Pre-PQ Process,SO-481,DN-100,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-07,14-May-07,14-May-07,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,117,188.37,1.61,0.03,"Strides, Bangalore, India.",No,See DN-100 (ID#:10823),See DN-100 (ID#:10823),
11385,107-RW-T01,Pre-PQ Process,SO-481,DN-100,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-07,14-May-07,14-May-07,ARV,Adult,SCMS from RDC,"Stavudine 40mg, capsules, 60 Caps",Stavudine,Generic,40mg,Capsule,60,306,651.78,2.13,0.04,"Strides, Bangalore, India.",No,See DN-100 (ID#:10823),See DN-100 (ID#:10823),
11386,100-CI-T01,Pre-PQ Process,SO-438,DN-80,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9000,67500,7.5,0.12,"Cipla, Goa, India",Yes,974,3166,
11387,104-CI-T01,Pre-PQ Process,SO-585,DN-193,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,28-Jun-07,28-Jun-07,28-Jun-07,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,401,862.15,2.15,0.04,"Aurobindo Unit III, India",Yes,235,1619,1.38
11390,104-CI-T01,Pre-PQ Process,SO-594,DN-198,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,25-Jun-07,25-Jun-07,25-Jun-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,957,34260.6,35.8,0.6,"Aurobindo Unit III, India",Yes,95,1448,54.82
11391,104-CI-T01,Pre-PQ Process,SO-519,DN-199,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,5-Jul-07,5-Jul-07,5-Jul-07,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,4316,17048.2,3.95,0.02,"Aurobindo Unit III, India",Yes,6634,15561,27.28
11393,110-ZM-T01,Pre-PQ Process,SO-498,DN-182,Zambia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,14-Jun-07,14-Jun-07,14-Jun-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,25874,420711.24,16.26,0.54,"Aurobindo Unit III, India",No,See DN-182 (ID#:10562),See DN-182 (ID#:10562),
11394,110-ZM-T01,Pre-PQ Process,SO-479,DN-186,Zambia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,12-Jun-07,12-Jun-07,12-Jun-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,570,1977.9,3.47,0.12,"MSD Manati, Puerto Rico, (USA)",Yes,26,505.17,
11395,110-ZM-T01,Pre-PQ Process,SO-623,DN-204,Zambia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,20-Jun-07,20-Jun-07,20-Jun-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2820,115902,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,614,2880.35,185.44
11397,104-CI-T01,Pre-PQ Process,SO-517,DN-160,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,8347,62602.5,7.5,0.12,"Cipla, Goa, India",Yes,1313,3908,
11398,104-CI-T01,Pre-PQ Process,SO-517,DN-160,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,15-Jun-07,15-Jun-07,15-Jun-07,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,638,50172.32,78.64,0.29,Roche Basel,No,See DN-160 (ID#:11397),See DN-160 (ID#:11397),
11401,107-RW-T01,Pre-PQ Process,SO-240,DN-150,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-07,22-May-07,22-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,N/A,Test kit,30,2000,42000,21,0.7,Premier Med. Corp Ltd. India,Yes,Weight Captured Separately,2805.51,
11402,107-RW-T01,Pre-PQ Process,SO-240,DN-150,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-07,22-May-07,22-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,60,8340,139,1.39,"Trinity Biotech, Plc",No,See DN-150 (ID#:11401),See DN-150 (ID#:11401),
11403,117-ET-T01,Pre-PQ Process,SO-582,DN-157,Ethiopia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,24-May-07,24-May-07,24-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100,200,27800,139,1.39,"Trinity Biotech, Plc",Yes,213,2129.46,
11404,110-ZM-T01,Pre-PQ Process,SO-230,DN-165,Zambia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,5-Jun-07,5-Jun-07,5-Jun-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,33333,122332.11,3.67,0.06,"Aurobindo Unit III, India",Yes,3118,Freight Included in Commodity Cost,
11407,104-CI-T01,Pre-PQ Process,SO-652,DN-244,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,20-Jul-07,20-Jul-07,20-Jul-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1110,45621,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,222,1603,72.99
11408,107-RW-T01,Pre-PQ Process,SO-827,DN-277,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Aug-07,6-Aug-07,6-Aug-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,850,68000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,195,4613.67,108.8
11409,111-MZ-T01,Pre-PQ Process,SO-577,DN-279,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Sep-07,21-Sep-07,21-Sep-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,570,1949.4,3.42,0.11,"Aurobindo Unit III, India",Yes,35,364.51,3.12
11411,104-CI-T01,Pre-PQ Process,SO-788,DN-255,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,31-Jul-07,31-Jul-07,31-Jul-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,79,6320,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,27,286.76,10.11
11412,111-MZ-T01,Pre-PQ Process,SO-502,DN-282,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Oct-07,10-Oct-07,10-Oct-07,ARV,Adult,SCMS from RDC,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,140,5370.4,38.36,0.11,ABBVIE (Abbott) Logis. UK,No,See DN-282 (ID#:11144),See DN-282 (ID#:11144),8.59
11417,109-TZ-T01,Pre-PQ Process,SO-645,DN-216,Tanzania,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,6452,129040,20,0.8,"Standard Diagnostics, Korea",Yes,2334,9343.18,206.46
11418,111-MZ-T01,Pre-PQ Process,SO-695,DN-214,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4000,164400,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,870,1149.57,263.04
11419,104-CI-T01,Pre-PQ Process,SO-590,DN-220,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,18-Jul-07,18-Jul-07,18-Jul-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,209,1567.5,7.5,0.12,"Cipla, Goa, India",No,See DN-220 (ID#:10585),See DN-220 (ID#:10585),2.51
11420,104-CI-T01,Pre-PQ Process,SO-522,DN-240,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,16-Jul-07,16-Jul-07,16-Jul-07,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,575,45218,78.64,0.29,Roche Basel,No,See DN-240 (ID#:10847),See DN-240 (ID#:10847),72.35
11424,113-ZW-T01,Pre-PQ Process,SO-416,DN-252,Zimbabwe,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Jul-07,30-Jul-07,30-Jul-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3200,52032,16.26,0.54,"Aurobindo Unit III, India",Yes,280,1300.45,83.25
11425,111-MZ-T01,Pre-PQ Process,SO-499,DN-258,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,15-Aug-07,15-Aug-07,15-Aug-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,422,7152.9,16.95,0.19,"Aurobindo Unit III, India",Yes,514,740.43,11.44
11426,104-CI-T01,Pre-PQ Process,SO-523,DN-260,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,3-Aug-07,3-Aug-07,3-Aug-07,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,400,28000,70,1.17,GSK Ware (UK),Yes,2270,6889,44.8
11430,114-UG-T01,Pre-PQ Process,SO-895,DN-298,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-Aug-07,27-Aug-07,27-Aug-07,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1000,1520,1.52,0.03,"Strides, Bangalore, India.",No,See DN-298 (ID#:10863),See DN-298 (ID#:10863),2.43
11431,104-CI-T01,Pre-PQ Process,SO-631,DN-306,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,17-Aug-07,17-Aug-07,17-Aug-07,ARV,Adult,SCMS from RDC,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,1025,39319,38.36,0.11,ABBVIE (Abbott) France,Yes,1436,5911.5,62.91
11432,111-MZ-T01,Pre-PQ Process,SO-925,DN-307,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,4-Sep-07,4-Sep-07,4-Sep-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10800,102600,9.5,0.16,"Aurobindo Unit III, India",Yes,1020,1998.5,164.16
